Line;Time;Floating Point Input 1;Floating Point Input 2;Floating Point Input 3;Floating Point Input 4;Floating Point Input 5;
1;0;100;500;101;99;-100;
2;0.01;0;0;1;-1;0;
3;0.02;0;0;1;-1;0;
4;0.03;0;0;1;-1;0;
5;0.04;0;0;1;-1;0;
6;0.05;0;0;1;-1;0;
7;0.06;0;0;1;-1;0;
8;0.07;0;0;1;-1;0;
9;0.08;0;0;1;-1;0;
10;0.09;0;0;1;-1;0;
11;0.1;0;0;1;-1;0;
12;0.11;0;0;1;-1;0;
13;0.12;0;0;1;-1;0;
14;0.13;0;0;1;-1;0;
15;0.14;0;0;1;-1;0;
16;0.15;0;0;1;-1;0;
17;0.16;0;0;1;-1;0;
18;0.17;0;0;1;-1;0;
19;0.18;0;0;1;-1;0;
20;0.19;0;0;1;-1;0;
21;0.2;0;0;1;-1;0;
22;0.21;0;0;1;-1;0;
23;0.22;0;0;1;-1;0;
24;0.23;0;0;1;-1;0;
25;0.24;0;0;1;-1;0;
26;0.25;0;0;1;-1;0;
27;0.26;0;0;1;-1;0;
28;0.27;0;0;1;-1;0;
29;0.28;0;0;1;-1;0;
30;0.29;0;0;1;-1;0;
31;0.3;0;0;1;-1;0;
32;0.31;0;0;1;-1;0;
33;0.32;0;0;1;-1;0;
34;0.33;0;0;1;-1;0;
35;0.34;0;0;1;-1;0;
36;0.35;0;0;1;-1;0;
37;0.36;0;0;1;-1;0;
38;0.37;0;0;1;-1;0;
39;0.38;0;0;1;-1;0;
40;0.39;0;0;1;-1;0;
41;0.4;0;0;1;-1;0;
42;0.41;0;0;1;-1;0;
43;0.42;0;0;1;-1;0;
44;0.43;0;0;1;-1;0;
45;0.44;0;0;1;-1;0;
46;0.45;0;0;1;-1;0;
47;0.46;0;0;1;-1;0;
48;0.47;0;0;1;-1;0;
49;0.48;0;0;1;-1;0;
50;0.49;0;0;1;-1;0;
51;0.5;0;0;1;-1;0;
52;0.51;0;0;1;-1;0;
53;0.52;0;0;1;-1;0;
54;0.53;0;0;1;-1;0;
55;0.54;0;0;1;-1;0;
56;0.55;0;0;1;-1;0;
57;0.56;0;0;1;-1;0;
58;0.57;0;0;1;-1;0;
59;0.58;0;0;1;-1;0;
